time,Voltage min,Shunt current
72.1952,,-2.0
72.1992,,-8.0
72.2033,,1.0
72.2073,,-1.0
72.2114,,0.0
72.2154,,0.0
72.2194,,0.0
72.2235,,-4.0
72.2275,,-3.0
72.2316,,4.0
72.2356,,4.0
72.2397,,1.0
72.2437,,-4.0
72.2478,,-2.0
72.2518,,-7.0
72.2559,,-1.0
72.2599,,2.0
72.264,,-1.0
72.268,,-1.0
72.2721,,1.0
72.2761,,6.0
72.2802,,-3.0
72.2842,,-7.0
72.2883,,7.0
72.2923,,-1.0
72.2964,,-2.0
72.3004,,-1.0
72.3045,,4.0
72.3085,,4.0
72.3126,,6.0
72.3166,,-1.0
72.3207,,-3.0
72.3247,,8.0
72.3288,,2.0
72.3328,,1.0
72.3369,,1.0
72.3409,,-6.0
72.345,,-1.0
72.349,,-1.0
72.3531,,1.0
72.3571,,0.0
72.3611,,9.0
72.3652,,-6.0
72.3692,,10.0
72.3733,,6.0
72.3773,,-3.0
72.3814,,-3.0
72.3854,,8.0
72.3895,,-2.0
72.3935,,-3.0
72.3976,,-2.0
72.4016,,-6.0
72.4057,,-1.0
72.4097,,-6.0
72.4138,,14.0
72.4178,,3.0
72.4219,,-4.0
72.4259,,-3.0
72.43,,3.0
72.434,,2.0
72.4381,,11.0
72.4421,,1.0
72.4462,,9.0
72.4502,,-1.0
72.4543,,3.0
72.4583,,0.0
72.4624,,-3.0
72.4664,,2.0
72.4705,,-6.0
72.4745,,1.0
72.4786,,1.0
72.4826,,8.0
72.4867,,-10.0
72.4907,,1.0
72.4948,,-4.0
72.4988,,5.0
72.5029,,-4.0
72.5069,,6.0
72.5109,,9.0
72.515,,-6.0
72.519,,-6.0
72.5231,,3.0
72.5271,,-4.0
72.5312,,-6.0
72.5352,,1.0
72.5393,,10.0
72.5433,,-1.0
72.5474,,0.0
72.5514,,0.0
72.5555,,1.0
72.5595,,3.0
72.5636,,0.0
72.5676,,-10.0
72.5717,,-3.0
72.5757,,-3.0
72.5798,,3.0
72.5838,,9.0
72.5879,,7.0
72.5919,,3.0
72.596,,-2.0
72.6,,-1.0
72.6023,3.79,
72.6041,,0.0
72.6081,,3.0
72.6122,,1.0
72.6162,,14.0
72.6203,,9.0
72.6243,,-3.0
72.6284,,0.0
72.6324,,6.0
72.6365,,9.0
72.6405,,-4.0
72.6446,,15.0
72.6486,,6.0
72.6527,,4.0
72.6567,,2.0
72.6607,,6.0
72.6648,,-5.0
72.6688,,3.0
72.6729,,-6.0
72.6769,,4.0
72.681,,9.0
72.685,,8.0
72.6891,,-2.0
72.6931,,8.0
72.6972,,15.0
72.7012,,6.0
72.7053,,1.0
72.7093,,-5.0
72.7134,,-11.0
72.7174,,2.0
72.7215,,1.0
72.7255,,16.0
72.7296,,0.0
72.7336,,-2.0
72.7377,,6.0
72.7417,,-2.0
72.7458,,9.0
72.7498,,9.0
72.7539,,0.0
72.7579,,7.0
72.762,,4.0
72.766,,-5.0
72.7701,,-1.0
72.7741,,-1.0
72.7782,,4.0
72.7822,,3.0
72.7863,,-8.0
72.7903,,9.0
72.7944,,9.0
72.7984,,10.0
72.8025,,9.0
72.8065,,-10.0
72.8105,,7.0
72.8146,,3.0
72.8186,,1.0
72.8227,,6.0
72.8267,,0.0
72.8308,,3.0
72.8348,,3.0
72.8389,,14.0
72.8429,,4.0
72.847,,15.0
72.851,,8.0
72.8551,,-5.0
72.8591,,4.0
72.8632,,6.0
72.8672,,10.0
72.8713,,-3.0
72.8753,,6.0
72.8794,,-9.0
72.8834,,3.0
72.8875,,5.0
72.8915,,-2.0
72.8956,,3.0
72.8996,,8.0
72.9037,,4.0
72.9077,,-3.0
72.9118,,-2.0
72.9158,,-4.0
72.9199,,-5.0
72.9239,,6.0
72.928,,1.0
72.932,,2.0
72.9361,,1.0
72.9401,,-1.0
72.9442,,2.0
72.9482,,0.0
72.9522,,2.0
72.9563,,-8.0
72.9603,,-13.0
72.9644,,11.0
72.9684,,1.0
72.9725,,-1.0
72.9765,,4.0
72.9806,,-2.0
72.9846,,-3.0
72.9887,,-3.0
72.9927,,1.0
72.9968,,1.0
73.0008,,5.0
73.0049,,17.0
73.0089,,17.0
73.013,,0.0
73.017,,10.0
73.0211,,1.0
73.0251,,-2.0
73.0292,,3.0
73.0332,,4.0
73.0373,,6.0
73.0413,,-4.0
73.0454,,0.0
73.0494,,-4.0
73.0535,,-4.0
73.0575,,0.0
73.0616,,1.0
73.0656,,3.0
73.0697,,0.0
73.0737,,12.0
73.0778,,0.0
73.0818,,0.0
73.0859,,6.0
73.0899,,3.0
73.094,,7.0
73.098,,-1.0
73.102,,-8.0
73.103,3.79,
73.1061,,0.0
73.1101,,4.0
73.1142,,6.0
73.1182,,2.0
73.1223,,-8.0
73.1263,,4.0
73.1304,,7.0
73.1344,,4.0
73.1385,,0.0
73.1425,,-1.0
73.1466,,1.0
73.1506,,16.0
73.1547,,-6.0
73.1587,,-8.0
73.1628,,1.0
73.1668,,3.0
73.1709,,3.0
73.1749,,-2.0
73.179,,1.0
73.183,,10.0
73.1871,,-1.0
73.1911,,0.0
73.1952,,3.0
73.1992,,3.0
73.2033,,6.0
73.2073,,2.0
73.2114,,-3.0
73.2154,,1.0
73.2195,,0.0
73.2235,,-2.0
73.2276,,-4.0
73.2316,,-5.0
73.2357,,-1.0
73.2397,,-6.0
73.2438,,3.0
73.2478,,-2.0
73.2518,,1.0
73.2559,,-4.0
73.2599,,6.0
73.264,,8.0
73.268,,6.0
73.2721,,4.0
73.2761,,4.0
73.2802,,-1.0
73.2842,,4.0
73.2883,,4.0
73.2923,,-4.0
73.2964,,-3.0
73.3004,,1.0
73.3045,,0.0
73.3085,,0.0
73.3126,,1.0
73.3166,,-8.0
73.3207,,-14.0
73.3247,,-1.0
73.3288,,-2.0
73.3328,,-1.0
73.3369,,-3.0
73.3409,,0.0
73.345,,0.0
73.349,,-16.0
73.3531,,9.0
73.3571,,0.0
73.3612,,-3.0
73.3652,,3.0
73.3693,,2.0
73.3733,,6.0
73.3774,,0.0
73.3814,,1.0
73.3855,,0.0
73.3895,,3.0
73.3936,,1.0
73.3976,,-1.0
73.4016,,0.0
73.4057,,-18.0
73.4097,,-6.0
73.4138,,13.0
73.4178,,4.0
73.4219,,4.0
73.4259,,3.0
73.43,,4.0
73.434,,-4.0
73.4381,,2.0
73.4421,,2.0
73.4462,,0.0
73.4502,,5.0
73.4543,,10.0
73.4583,,19.0
73.4624,,-5.0
73.4664,,0.0
73.4705,,0.0
73.4745,,3.0
73.4786,,-4.0
73.4826,,-4.0
73.4867,,1.0
73.4907,,1.0
73.4948,,2.0
73.4988,,14.0
73.5029,,-9.0
73.5069,,6.0
73.511,,-8.0
73.515,,-6.0
73.5191,,0.0
73.5231,,-1.0
73.5272,,0.0
73.5312,,-4.0
73.5353,,-4.0
73.5393,,1.0
73.5433,,6.0
73.5474,,6.0
73.5514,,5.0
73.5555,,5.0
73.5595,,0.0
73.5636,,14.0
73.5676,,5.0
73.5717,,9.0
73.5757,,1.0
73.5798,,-1.0
73.5838,,3.0
73.5879,,5.0
73.5919,,8.0
73.596,,13.0
73.6,,5.0
73.6037,3.79,
73.6041,,3.0
73.6081,,-3.0
73.6122,,0.0
73.6162,,6.0
73.6203,,-6.0
73.6243,,5.0
73.6284,,-5.0
73.6324,,-5.0
73.6365,,-2.0
73.6405,,-2.0
73.6446,,-1.0
73.6486,,8.0
73.6527,,13.0
73.6567,,0.0
73.6608,,-8.0
73.6648,,6.0
73.6689,,6.0
73.6729,,5.0
73.677,,-1.0
73.681,,-6.0
73.6851,,-4.0
73.6891,,4.0
73.6931,,3.0
73.6972,,3.0
73.7012,,3.0
73.7053,,3.0
73.7093,,5.0
73.7134,,4.0
73.7174,,8.0
73.7215,,3.0
73.7255,,4.0
73.7296,,-3.0
73.7336,,-6.0
73.7377,,4.0
73.7417,,5.0
73.7458,,0.0
73.7498,,1.0
73.7539,,-2.0
73.7579,,-7.0
73.762,,12.0
73.766,,1.0
73.7701,,5.0
73.7741,,-2.0
73.7782,,9.0
73.7822,,-6.0
73.7863,,4.0
73.7903,,1.0
73.7944,,-3.0
73.7984,,-4.0
73.8025,,-5.0
73.8065,,-1.0
73.8106,,5.0
73.8146,,-6.0
73.8187,,10.0
73.8227,,-8.0
73.8268,,-3.0
73.8308,,7.0
73.8349,,-1.0
73.8389,,3.0
73.8429,,-3.0
73.847,,0.0
73.851,,-7.0
73.8551,,-7.0
73.8591,,2.0
73.8632,,11.0
73.8672,,0.0
73.8713,,0.0
73.8753,,12.0
73.8794,,12.0
73.8834,,-5.0
73.8875,,-8.0
73.8915,,3.0
73.8956,,3.0
73.8996,,0.0
73.9037,,-8.0
73.9077,,8.0
73.9118,,3.0
73.9158,,-4.0
73.9199,,9.0
73.9239,,-17.0
73.928,,5.0
73.932,,-3.0
73.9361,,4.0
73.9401,,11.0
73.9442,,0.0
73.9482,,3.0
73.9523,,0.0
73.9563,,0.0
73.9604,,-1.0
73.9644,,-1.0
73.9685,,8.0
73.9725,,-5.0
73.9766,,-1.0
73.9806,,-1.0
73.9847,,-1.0
73.9887,,3.0
73.9927,,-3.0
73.9968,,-2.0
74.0008,,-1.0
74.0049,,1.0
74.0089,,-7.0
74.013,,-6.0
74.017,,6.0
74.0211,,11.0
74.0251,,0.0
74.0292,,-6.0
74.0332,,-2.0
74.0373,,0.0
74.0413,,2.0
74.0454,,-13.0
74.0494,,-7.0
74.0535,,2.0
74.0575,,1.0
74.0616,,6.0
74.0656,,16.0
74.0697,,-4.0
74.0737,,1.0
74.0778,,8.0
74.0818,,-3.0
74.0859,,0.0
74.0899,,8.0
74.094,,-3.0
74.098,,9.0
74.1021,,-3.0
74.1044,3.79,
74.1061,,6.0
74.1102,,-1.0
74.1142,,-5.0
74.1183,,14.0
74.1223,,5.0
74.1264,,-1.0
74.1304,,-3.0
74.1344,,-1.0
74.1385,,0.0
74.1425,,0.0
74.1466,,1.0
74.1506,,3.0
74.1547,,7.0
74.1587,,6.0
74.1628,,8.0
74.1668,,16.0
74.1709,,8.0
74.1749,,-1.0
74.179,,0.0
74.183,,0.0
74.1871,,3.0
74.1911,,0.0
74.1952,,0.0
74.1992,,8.0
74.2033,,0.0
74.2073,,8.0
74.2114,,5.0
74.2154,,1.0
74.2195,,3.0
74.2235,,6.0
74.2276,,-3.0
74.2316,,7.0
74.2357,,1.0
74.2397,,1.0
74.2438,,-16.0
74.2478,,1.0
74.2519,,4.0
74.2559,,10.0
74.26,,0.0
74.264,,13.0
74.2681,,9.0
74.2721,,0.0
74.2762,,1.0
74.2802,,0.0
74.2842,,-11.0
74.2883,,0.0
74.2923,,4.0
74.2964,,6.0
74.3004,,2.0
74.3045,,5.0
74.3085,,4.0
74.3126,,7.0
74.3166,,5.0
74.3207,,-3.0
74.3247,,3.0
74.3288,,-1.0
74.3328,,-3.0
74.3369,,13.0
74.3409,,0.0
74.345,,0.0
74.349,,-4.0
74.3531,,1.0
74.3571,,-4.0
74.3612,,-3.0
74.3652,,-3.0
74.3693,,-3.0
74.3733,,-10.0
74.3774,,1.0
74.3814,,1.0
74.3855,,6.0
74.3895,,12.0
74.3936,,6.0
74.3976,,-3.0
74.4017,,7.0
74.4057,,4.0
74.4098,,4.0
74.4138,,-4.0
74.4179,,-4.0
74.4219,,1.0
74.426,,0.0
74.43,,0.0
74.434,,-9.0
74.4381,,0.0
74.4421,,0.0
74.4462,,3.0
74.4502,,3.0
74.4543,,8.0
74.4583,,-2.0
74.4624,,5.0
74.4664,,5.0
74.4705,,0.0
74.4745,,7.0
74.4786,,3.0
74.4826,,3.0
74.4867,,4.0
74.4907,,3.0
74.4948,,4.0
74.4988,,7.0
74.5029,,4.0
74.5069,,-2.0
74.511,,1.0
74.515,,1.0
74.5191,,-2.0
74.5231,,2.0
74.5272,,-3.0
74.5312,,-2.0
74.5353,,7.0
74.5393,,8.0
74.5434,,8.0
74.5474,,19.0
74.5515,,8.0
74.5555,,3.0
74.5596,,3.0
74.5636,,0.0
74.5677,,4.0
74.5717,,11.0
74.5758,,-10.0
74.5798,,-4.0
74.5838,,-8.0
74.5879,,-1.0
74.5919,,-6.0
74.596,,-1.0
74.6,,11.0
74.6041,,-2.0
74.6051,3.79,
74.6081,,-2.0
74.6122,,3.0
74.6162,,0.0
74.6203,,-9.0
74.6243,,-3.0
74.6284,,-7.0
74.6324,,3.0
74.6365,,-9.0
74.6405,,3.0
74.6446,,4.0
74.6486,,4.0
74.6527,,3.0
74.6567,,-3.0
74.6608,,-8.0
74.6648,,-4.0
74.6689,,-1.0
74.6729,,5.0
74.677,,5.0
74.681,,-2.0
74.6851,,3.0
74.6891,,-4.0
74.6932,,1.0
74.6972,,-5.0
74.7013,,4.0
74.7053,,3.0
74.7094,,0.0
74.7134,,0.0
74.7175,,3.0
74.7215,,2.0
74.7255,,-2.0
74.7296,,0.0
74.7336,,1.0
74.7377,,-2.0
74.7417,,5.0
74.7458,,0.0
74.7498,,-5.0
74.7539,,-1.0
74.7579,,5.0
74.762,,8.0
74.766,,-11.0
74.7701,,-6.0
74.7741,,-5.0
74.7782,,3.0
74.7822,,9.0
74.7863,,0.0
74.7903,,6.0
74.7944,,-11.0
74.7984,,3.0
74.8025,,6.0
74.8065,,-4.0
74.8106,,0.0
74.8146,,-1.0
74.8187,,3.0
74.8227,,9.0
74.8268,,-2.0
74.8308,,3.0
74.8349,,11.0
74.8389,,7.0
74.843,,4.0
74.847,,10.0
74.8511,,-9.0
74.8551,,3.0
74.8592,,-2.0
74.8632,,9.0
74.8673,,5.0
74.8713,,-1.0
74.8753,,1.0
74.8794,,-5.0
74.8834,,14.0
74.8875,,2.0
74.8915,,4.0
74.8956,,8.0
74.8996,,-1.0
74.9037,,-5.0
74.9077,,4.0
74.9118,,16.0
74.9158,,-4.0
74.9199,,4.0
74.9239,,0.0
74.928,,-3.0
74.932,,2.0
74.9361,,-1.0
74.9401,,18.0
74.9442,,0.0
74.9482,,3.0
74.9523,,11.0
74.9563,,0.0
74.9604,,3.0
74.9644,,3.0
74.9685,,6.0
74.9725,,-2.0
74.9766,,-8.0
74.9806,,-8.0
74.9847,,6.0
74.9887,,0.0
74.9928,,11.0
74.9968,,-1.0
75.0009,,-7.0
75.0049,,3.0
75.009,,-5.0
75.013,,9.0
75.0171,,5.0
75.0211,,-6.0
75.0251,,6.0
75.0292,,-7.0
75.0332,,8.0
75.0373,,7.0
75.0413,,2.0
75.0454,,5.0
75.0494,,8.0
75.0535,,-4.0
75.0575,,-6.0
75.0616,,-2.0
75.0656,,-3.0
75.0697,,8.0
75.0737,,6.0
75.0778,,0.0
75.0818,,-3.0
75.0859,,1.0
75.0899,,1.0
75.094,,0.0
75.098,,-3.0
75.1021,,2.0
75.1058,3.79,
75.1061,,2.0
75.1102,,-12.0
75.1142,,-1.0
75.1183,,-5.0
75.1223,,-1.0
75.1264,,5.0
75.1304,,8.0
75.1345,,-4.0
75.1385,,5.0
75.1426,,3.0
75.1466,,-4.0
75.1507,,-1.0
75.1547,,2.0
75.1588,,1.0
75.1628,,0.0
75.1669,,0.0
75.1709,,4.0
75.1749,,-3.0
75.179,,5.0
75.183,,2.0
75.1871,,2.0
75.1911,,-5.0
75.1952,,9.0
75.1992,,-4.0
75.2033,,-5.0
75.2073,,0.0
75.2114,,-10.0
75.2154,,-9.0
75.2195,,-1.0
75.2235,,0.0
75.2276,,9.0
75.2316,,8.0
75.2357,,-3.0
75.2397,,-4.0
75.2438,,-3.0
75.2478,,-5.0
75.2519,,-5.0
75.2559,,8.0
75.26,,2.0
75.264,,8.0
75.2681,,-4.0
75.2721,,6.0
75.2762,,6.0
75.2802,,-10.0
75.2843,,0.0
75.2883,,-3.0
75.2924,,5.0
75.2964,,-2.0
75.3005,,2.0
75.3045,,-1.0
75.3086,,-1.0
75.3126,,5.0
75.3166,,-1.0
75.3207,,0.0
75.3247,,3.0
75.3288,,4.0
75.3328,,0.0
75.3369,,8.0
75.3409,,-3.0
75.345,,-1.0
75.349,,4.0
75.3531,,-1.0
75.3571,,0.0
75.3612,,-1.0
75.3652,,5.0
75.3693,,0.0
75.3733,,3.0
75.3774,,1.0
75.3814,,0.0
75.3855,,3.0
75.3895,,-10.0
75.3936,,-9.0
75.3976,,9.0
75.4017,,-5.0
75.4057,,-6.0
75.4098,,3.0
75.4138,,10.0
75.4179,,2.0
75.4219,,0.0
75.426,,-1.0
75.43,,-4.0
75.4341,,-1.0
75.4381,,0.0
75.4422,,-4.0
75.4462,,-8.0
75.4503,,-9.0
75.4543,,0.0
75.4584,,4.0
75.4624,,1.0
75.4664,,1.0
75.4705,,7.0
75.4745,,2.0
75.4786,,10.0
75.4826,,6.0
75.4867,,6.0
75.4907,,0.0
75.4948,,9.0
75.4988,,-1.0
75.5029,,3.0
75.5069,,-3.0
75.511,,-1.0
75.515,,1.0
75.5191,,0.0
75.5231,,-3.0
75.5272,,0.0
75.5312,,1.0
75.5353,,3.0
75.5393,,-3.0
75.5434,,3.0
75.5474,,4.0
75.5515,,1.0
75.5555,,1.0
75.5596,,6.0
75.5636,,-6.0
75.5677,,3.0
75.5717,,-1.0
75.5758,,6.0
75.5798,,-6.0
75.5839,,-2.0
75.5879,,0.0
75.592,,11.0
75.596,,4.0
75.6001,,6.0
75.6041,,8.0
75.6065,3.79,
75.6082,,2.0
75.6122,,10.0
75.6162,,0.0
75.6203,,0.0
75.6243,,-1.0
75.6284,,8.0
75.6324,,-3.0
75.6365,,9.0
75.6405,,-5.0
75.6446,,-5.0
75.6486,,3.0
75.6527,,4.0
75.6567,,4.0
75.6608,,13.0
75.6648,,5.0
75.6689,,11.0
75.6729,,-11.0
75.677,,0.0
75.681,,-7.0
75.6851,,-1.0
75.6891,,-1.0
75.6932,,-3.0
75.6972,,-1.0
75.7013,,5.0
75.7053,,15.0
75.7094,,6.0
75.7134,,-6.0
75.7175,,-6.0
75.7215,,3.0
75.7256,,-4.0
75.7296,,0.0
75.7337,,-1.0
75.7377,,-2.0
75.7418,,-5.0
75.7458,,6.0
75.7499,,3.0
75.7539,,11.0
75.7579,,-3.0
75.762,,-6.0
75.766,,9.0
75.7701,,-3.0
75.7741,,-6.0
75.7782,,2.0
75.7822,,-3.0
75.7863,,10.0
75.7903,,8.0
75.7944,,-1.0
75.7984,,-4.0
75.8025,,0.0
75.8065,,-1.0
75.8106,,3.0
75.8146,,6.0
75.8187,,-1.0
75.8227,,8.0
75.8268,,2.0
75.8308,,-9.0
75.8349,,5.0
75.8389,,-13.0
75.843,,4.0
75.847,,14.0
75.8511,,0.0
75.8551,,-7.0
75.8592,,-7.0
75.8632,,4.0
75.8673,,14.0
75.8713,,-6.0
75.8754,,-10.0
75.8794,,8.0
75.8835,,-4.0
75.8875,,8.0
75.8916,,4.0
75.8956,,1.0
75.8997,,3.0
75.9037,,5.0
75.9077,,13.0
75.9118,,4.0
75.9158,,-2.0
75.9199,,-6.0
75.9239,,4.0
75.928,,-3.0
75.932,,-6.0
75.9361,,-1.0
75.9401,,-2.0
75.9442,,0.0
75.9482,,0.0
75.9523,,8.0
75.9563,,8.0
75.9604,,-1.0
75.9644,,2.0
75.9685,,2.0
75.9725,,1.0
75.9766,,3.0
75.9806,,-3.0
75.9847,,5.0
75.9887,,-2.0
75.9928,,1.0
75.9968,,-1.0
76.0009,,2.0
76.0049,,0.0
76.009,,9.0
76.013,,6.0
76.0171,,-4.0
76.0211,,10.0
76.0252,,-9.0
76.0292,,2.0
76.0333,,0.0
76.0373,,0.0
76.0414,,-2.0
76.0454,,5.0
76.0495,,-4.0
76.0535,,-3.0
76.0575,,3.0
76.0616,,-3.0
76.0656,,-1.0
76.0697,,4.0
76.0737,,1.0
76.0778,,12.0
76.0818,,1.0
76.0859,,-4.0
76.0899,,6.0
76.094,,9.0
76.098,,9.0
76.1021,,3.0
76.1061,,-6.0
76.1072,3.79,
76.1102,,-4.0
76.1142,,3.0
76.1183,,-1.0
76.1223,,10.0
76.1264,,8.0
76.1304,,-8.0
76.1345,,0.0
76.1385,,-4.0
76.1426,,9.0
76.1466,,-4.0
76.1507,,9.0
76.1547,,3.0
76.1588,,6.0
76.1628,,4.0
76.1669,,-1.0
76.1709,,4.0
76.175,,1.0
76.179,,-1.0
76.1831,,0.0
76.1871,,5.0
76.1912,,-2.0
76.1952,,-2.0
76.1993,,-3.0
76.2033,,2.0
76.2073,,3.0
76.2114,,6.0
76.2154,,-3.0
76.2195,,-1.0
76.2235,,0.0
76.2276,,-11.0
76.2316,,4.0
76.2357,,-2.0
76.2397,,-2.0
76.2438,,6.0
76.2478,,5.0
76.2519,,-7.0
76.2559,,5.0
76.26,,-8.0
76.264,,7.0
76.2681,,3.0
76.2721,,9.0
76.2762,,12.0
76.2802,,0.0
76.2843,,1.0
76.2883,,0.0
76.2924,,-1.0
76.2964,,0.0
76.3005,,0.0
76.3045,,5.0
76.3086,,-2.0
76.3126,,6.0
76.3167,,-4.0
76.3207,,-6.0
76.3248,,-1.0
76.3288,,-8.0
76.3329,,6.0
76.3369,,4.0
76.341,,-1.0
76.345,,4.0
76.349,,4.0
76.3531,,0.0
76.3571,,9.0
76.3612,,2.0
76.3652,,6.0
76.3693,,1.0
76.3733,,9.0
76.3774,,3.0
76.3814,,-3.0
76.3855,,-3.0
76.3895,,6.0
76.3936,,3.0
76.3976,,14.0
76.4017,,-8.0
76.4057,,1.0
76.4098,,5.0
76.4138,,-1.0
76.4179,,0.0
76.4219,,-1.0
76.426,,3.0
76.43,,-5.0
76.4341,,-5.0
76.4381,,8.0
76.4422,,-11.0
76.4462,,4.0
76.4503,,-3.0
76.4543,,7.0
76.4584,,-1.0
76.4624,,3.0
76.4665,,9.0
76.4705,,-3.0
76.4746,,-1.0
76.4786,,12.0
76.4827,,-6.0
76.4867,,6.0
76.4908,,-5.0
76.4948,,-6.0
76.4988,,0.0
76.5029,,-4.0
76.5069,,1.0
76.511,,0.0
76.515,,9.0
76.5191,,3.0
76.5231,,-3.0
76.5272,,-1.0
76.5312,,3.0
76.5353,,-4.0
76.5393,,0.0
76.5434,,0.0
76.5474,,-6.0
76.5515,,3.0
76.5555,,6.0
76.5596,,3.0
76.5636,,4.0
76.5677,,7.0
76.5717,,-1.0
76.5758,,8.0
76.5798,,10.0
76.5839,,0.0
76.5879,,-9.0
76.592,,3.0
76.596,,4.0
76.6001,,-9.0
76.6041,,5.0
76.6079,3.79,
76.6082,,-6.0
76.6122,,0.0
76.6163,,-8.0
76.6203,,-1.0
76.6244,,4.0
76.6284,,1.0
76.6325,,1.0
76.6365,,1.0
76.6406,,-2.0
76.6446,,6.0
76.6486,,2.0
76.6527,,2.0
76.6567,,-4.0
76.6608,,9.0
76.6648,,-5.0
76.6689,,3.0
76.6729,,11.0
76.677,,0.0
76.681,,-11.0
76.6851,,2.0
76.6891,,1.0
76.6932,,5.0
76.6972,,-8.0
76.7013,,-8.0
76.7053,,-2.0
76.7094,,-1.0
76.7134,,11.0
76.7175,,9.0
76.7215,,3.0
76.7256,,7.0
76.7296,,-9.0
76.7337,,-5.0
76.7377,,7.0
76.7418,,3.0
76.7458,,2.0
76.7499,,0.0
76.7539,,10.0
76.758,,-1.0
76.762,,-2.0
76.7661,,-4.0
76.7701,,0.0
76.7742,,-3.0
76.7782,,4.0
76.7823,,13.0
76.7863,,1.0
76.7904,,-4.0
76.7944,,-6.0
76.7984,,5.0
76.8025,,2.0
76.8065,,-12.0
76.8106,,-9.0
76.8146,,13.0
76.8187,,-8.0
76.8227,,4.0
76.8268,,-1.0
76.8308,,-14.0
76.8349,,-2.0
76.8389,,4.0
76.843,,0.0
76.847,,-5.0
76.8511,,0.0
76.8551,,0.0
76.8592,,5.0
76.8632,,11.0
76.8673,,3.0
76.8713,,0.0
76.8754,,-2.0
76.8794,,3.0
76.8835,,-3.0
76.8875,,-4.0
76.8916,,0.0
76.8956,,-3.0
76.8997,,10.0
76.9037,,6.0
76.9078,,-3.0
76.9118,,4.0
76.9159,,-7.0
76.9199,,3.0
76.924,,3.0
76.928,,-2.0
76.9321,,0.0
76.9361,,8.0
76.9401,,-8.0
76.9442,,3.0
76.9482,,-4.0
76.9523,,1.0
76.9563,,1.0
76.9604,,0.0
76.9644,,1.0
76.9685,,-1.0
76.9725,,3.0
76.9766,,-7.0
76.9806,,12.0
76.9847,,12.0
76.9887,,9.0
76.9928,,-1.0
76.9968,,0.0
77.0009,,6.0
77.0049,,1.0
77.009,,2.0
77.013,,-10.0
77.0171,,1.0
77.0211,,2.0
77.0252,,-4.0
77.0292,,-4.0
77.0333,,0.0
77.0373,,-10.0
77.0414,,-4.0
77.0454,,9.0
77.0495,,1.0
77.0535,,9.0
77.0576,,4.0
77.0616,,-8.0
77.0657,,1.0
77.0697,,9.0
77.0738,,-3.0
77.0778,,-9.0
77.0819,,6.0
77.0859,,14.0
77.0899,,-6.0
77.094,,3.0
77.098,,8.0
77.1021,,1.0
77.1061,,8.0
77.1086,3.79,
77.1102,,4.0
77.1142,,-3.0
77.1183,,0.0
77.1223,,-4.0
77.1264,,0.0
77.1304,,-3.0
77.1345,,3.0
77.1385,,1.0
77.1426,,-1.0
77.1466,,-6.0
77.1507,,3.0
77.1547,,8.0
77.1588,,-2.0
77.1628,,3.0
77.1669,,-3.0
77.1709,,9.0
77.175,,7.0
77.179,,0.0
77.1831,,5.0
77.1871,,-3.0
77.1912,,4.0
77.1952,,6.0
77.1993,,7.0
77.2033,,8.0
77.2074,,-2.0
77.2114,,-1.0
77.2155,,2.0
77.2195,,8.0
77.2236,,0.0
77.2276,,3.0
77.2317,,-4.0
77.2357,,7.0
77.2397,,4.0
77.2438,,-1.0
77.2478,,7.0
77.2519,,7.0
77.2559,,8.0
77.26,,-4.0
77.264,,-6.0
77.2681,,2.0
77.2721,,3.0
77.2762,,3.0
77.2802,,3.0
77.2843,,9.0
77.2883,,1.0
77.2924,,12.0
77.2964,,-1.0
77.3005,,3.0
77.3045,,7.0
77.3086,,7.0
77.3126,,-6.0
77.3167,,-2.0
77.3207,,1.0
77.3248,,6.0
77.3288,,5.0
77.3329,,0.0
77.3369,,-10.0
77.341,,6.0
77.345,,-4.0
77.3491,,-1.0
77.3531,,-6.0
77.3572,,1.0
77.3612,,-3.0
77.3653,,-9.0
77.3693,,-7.0
77.3734,,11.0
77.3774,,1.0
77.3815,,-9.0
77.3855,,1.0
77.3895,,1.0
77.3936,,-3.0
77.3976,,0.0
77.4017,,1.0
77.4057,,3.0
77.4098,,5.0
77.4138,,-3.0
77.4179,,7.0
77.4219,,3.0
77.426,,0.0
77.43,,0.0
77.4341,,3.0
77.4381,,-1.0
77.4422,,-8.0
77.4462,,4.0
77.4503,,-1.0
77.4543,,-4.0
77.4584,,-13.0
77.4624,,-2.0
77.4665,,-1.0
77.4705,,-1.0
77.4746,,0.0
77.4786,,-4.0
77.4827,,3.0
77.4867,,8.0
77.4908,,-9.0
77.4948,,0.0
77.4989,,-3.0
77.5029,,-1.0
77.507,,1.0
77.511,,4.0
77.5151,,-4.0
77.5191,,-9.0
77.5232,,0.0
77.5272,,6.0
77.5312,,13.0
77.5353,,-8.0
77.5393,,4.0
77.5434,,-4.0
77.5474,,13.0
77.5515,,3.0
77.5555,,7.0
77.5596,,2.0
77.5636,,-1.0
77.5677,,3.0
77.5717,,7.0
77.5758,,3.0
77.5798,,-2.0
77.5839,,5.0
77.5879,,-4.0
77.592,,1.0
77.596,,-4.0
77.6001,,0.0
77.6041,,-13.0
77.6082,,1.0
77.6093,3.79,
77.6122,,4.0
77.6163,,1.0
77.6203,,6.0
77.6244,,-1.0
77.6284,,-8.0
77.6325,,-4.0
77.6365,,15.0
77.6406,,15.0
77.6446,,4.0
77.6487,,6.0
77.6527,,-2.0
77.6568,,16.0
