time,ACCU_VOLTAGE___min,SHUNT___current,SHUNT___current_counter
22.5,3.92,173.0,2.0
22.504,3.92,172.96,2.0
22.508,3.92,171.7,2.0
22.512,3.92,169.44,2.0
22.516,3.92,174.2,2.0
22.52,3.92,180.4,2.0
22.524,3.92,180.24,2.0
22.528,3.92,174.68,2.0
22.532,3.92,167.34,2.0
22.536,3.92,167.36,2.0
22.54,3.92,168.1,2.0
22.544,3.92,173.0,2.0
22.548,3.92,171.96,2.0
22.552,3.92,168.28,2.0
22.556,3.92,169.08,2.0
22.56,3.92,176.6,2.0
22.564,3.92,164.26,2.0
22.568,3.92,168.08,2.0
22.572,3.92,159.68,2.0
22.576,3.92,169.4,2.0
22.58,3.92,165.7,2.0
22.584,3.92,172.08,2.0
22.588,3.92,172.94,2.0
22.592,3.92,172.12,2.0
22.596,3.92,175.0,2.0
22.6,3.92,175.0,2.0
22.604,3.92,185.78,2.0
22.608,3.92,176.4,2.0
22.612,3.92,167.54,2.0
22.616,3.92,175.28,2.0
22.62,3.92,172.4,2.0
22.624,3.92,172.0,2.0
22.628,3.92,178.02,2.0
22.632,3.92,173.12,2.0
22.636,3.92,175.28,2.0
22.64,3.92,176.0,2.0
22.644,3.92,171.32,2.0
22.648,3.92,170.0,2.0
22.652,3.92,177.4,2.0
22.656,3.92,176.4,2.0
22.66,3.92,172.2,2.0
22.664,3.92,171.68,2.0
22.668,3.92,168.7,2.0
22.672,3.92,171.48,2.0
22.676,3.92,168.42,2.0
22.68,3.92,174.6,2.0
22.684,3.92,181.0,2.0
22.688,3.92,177.8304,2.0
22.692,3.92,169.2164,2.0
22.696,3.92,167.64,2.0
22.7,3.92,169.5,2.0
22.704,3.92,169.92,2.0
22.708,3.92,174.76,2.0
22.712,3.92,176.24,2.0
22.716,3.92,177.78,2.0
22.72,3.92,179.4,2.0
22.724,3.92,178.18,2.0
22.728,3.92,183.92,2.0
22.732,3.92,182.0,2.0
22.736,3.92,177.52,2.0
22.74,3.92,172.5,2.0
22.744,3.92,183.0,2.0
22.748,3.92,181.96,2.0
22.752,3.92,178.28,2.0
22.756,3.92,176.88,2.0
22.76,3.92,179.0,2.0
22.764,3.92,173.74,2.0
22.768,3.92,169.76,2.0
22.772,3.92,178.3,2.0
22.776,3.92,174.0,2.0
22.78,3.92,173.8,2.0
22.784,3.92,171.84,2.0
22.788,3.92,169.82,2.0
22.792,3.92,167.16,2.0
22.796,3.92,171.2,2.0
22.8,3.92,181.0,2.0
22.804,3.92,170.22,2.0
22.808,3.92,170.0,2.0
22.812,3.92,171.88,2.0
22.816,3.92,175.68,2.0
22.82,3.92,176.0,2.0
22.824,3.92,172.48,2.0
22.828,3.92,177.16,2.0
22.832,3.92,174.64,2.0
22.836,3.92,169.08,2.0
22.84,3.92,176.8,2.0
22.844,3.92,171.2,2.0
22.848,3.92,165.2,2.0
22.852,3.92,164.0,2.0
22.856,3.92,164.0,2.0
22.86,3.92,170.3,2.0
22.864,3.92,165.52,2.0
22.868,3.92,165.3,2.0
22.872,3.92,173.4,2.0
22.876,3.92,175.14,2.0
22.88,3.92,168.0,2.0
22.884,3.92,164.58,2.0
22.888,3.92,161.64,2.0
22.892,3.92,167.1,2.0
22.896,3.92,174.0,2.0
22.9,3.92,173.0,2.0
22.904,3.92,173.92,2.0
22.908,3.92,173.7,2.0
22.912,3.92,167.48,2.0
22.916,3.92,166.78,2.0
22.92,3.92,172.0,2.0
22.924,3.92,173.14,2.0
22.928,3.92,172.84,2.0
22.932,3.92,169.0,2.0
22.936,3.92,169.32,2.0
22.94,3.92,170.3,2.0
22.944,3.92,172.12,2.0
22.948,3.92,174.74,2.0
22.952,3.92,175.68,2.0
22.956,3.92,181.0,2.0
22.96,3.92,179.8,2.0
22.964,3.92,176.08,2.0
22.968,3.92,178.44,2.0
22.972,3.92,165.0,2.0
22.976,3.92,165.96,2.0
22.98,3.92,172.1,2.0
22.984,3.92,165.04,2.0
22.988,3.92,177.0,2.0
22.992,3.92,176.84,2.0
22.996,3.92,172.92,2.0
23.0,3.92,169.0,2.0
23.004,3.92,178.8,2.0
23.008,3.92,181.88,2.0
23.012,3.92,182.0,2.0
23.016,3.92,182.0,2.0
23.02,3.92,179.3,2.0
23.024,3.92,171.08,2.0
23.028,3.92,170.0,2.0
23.032,3.92,171.68,2.0
23.036,3.92,178.56,2.0
23.04,3.92,173.6,2.0
23.044,3.92,172.0,2.0
23.048,3.92,170.48,2.0
23.052,3.92,170.0,2.0
23.056,3.92,170.0,2.0
23.06,3.92,167.2,2.0
23.064,3.92,172.12,2.0
23.068,3.92,171.04,2.0
23.072,3.92,172.2,2.0
23.076,3.92,169.66,2.0
23.08,3.92,166.4,2.0
23.084,3.92,167.74,2.0
23.088,3.92,169.0,2.0
23.092,3.92,166.84,2.0
23.096,3.92,171.24,2.0
23.1,3.92,175.5,2.0
23.104,3.92,166.8,2.0
23.108,3.92,170.96,2.0
23.112,3.92,185.0,2.0
23.116,3.92,179.54,2.0
23.12,3.92,174.0,2.0
23.124,3.92,175.48,2.0
23.128,3.92,171.92,2.0
23.132,3.92,171.7,2.0
23.136,3.92,175.0,2.0
23.14,3.92,173.5,2.0
23.144,3.92,169.72,2.0
23.148,3.92,167.96,2.0
23.152,3.92,168.36,2.0
23.156,3.92,178.34,2.0
23.16,3.92,175.6,2.0
23.164,3.92,174.36,2.0
23.168,3.92,176.48,2.0
23.172,3.92,179.14,2.0
23.176,3.92,179.4,2.0
23.18,3.92,174.7,2.0
23.184,3.92,172.48,2.0
23.188,3.92,177.94,2.0
23.192,3.92,176.84,2.0
23.196,3.92,172.98,2.0
23.2,3.92,172.0,2.0
23.204,3.92,177.88,2.0
23.208,3.92,170.32,2.0
23.212,3.92,181.28,2.0
23.216,3.92,167.28,2.0
23.22,3.92,180.4,2.0
23.224,3.92,182.0,2.0
23.228,3.92,171.68,2.0
23.232,3.92,176.72,2.0
23.236,3.92,166.52,2.0
23.24,3.92,176.8,2.0
23.244,3.92,180.0,2.0
23.248,3.92,178.48,2.0
23.252,3.92,179.48,2.0
23.256,3.92,172.8,2.0
23.26,3.92,172.1,2.0
23.264,3.92,179.8,2.0
23.268,3.92,175.08,2.0
23.272,3.92,172.28,2.0
23.276,3.92,165.56,2.0
23.28,3.92,168.2,2.0
23.284,3.92,170.1,2.0
23.288,3.92,172.48,2.0
23.292,3.92,176.0,2.0
23.296,3.92,175.48,2.0
23.3,3.92,173.0,2.0
23.304,3.92,169.56,2.0
23.308,3.92,172.6,2.0
23.312,3.92,178.0,2.0
23.316,3.92,172.12,2.0
23.32,3.92,168.0,2.0
23.324,3.92,175.14,2.0
23.328,3.92,178.44,2.0
23.332,3.92,177.26,2.0
23.336,3.92,172.56,2.0
23.34,3.92,178.0,2.0
23.344,3.92,175.76,2.0
23.348,3.92,171.3,2.0
23.352,3.92,174.52,2.0
23.356,3.92,173.0,2.0
23.36,3.92,174.8,2.0
23.364,3.92,181.28,2.0
23.368,3.92,176.4,2.0
23.372,3.92,169.26,2.0
23.376,3.92,176.4,2.0
23.38,3.92,172.6,2.0
23.384,3.92,176.8,2.0
23.388,3.92,163.84,2.0
23.392,3.92,176.88,2.0
23.396,3.92,174.06,2.0
23.4,3.92,177.0,2.0
23.404,3.92,178.96,2.0
23.408,3.92,179.0,2.0
23.412,3.92,172.42,2.0
23.416,3.92,177.52,2.0
23.42,3.92,182.5,2.0
23.424,3.92,170.68,2.0
23.428,3.92,173.3,2.0
23.432,3.92,170.64,2.0
23.436,3.92,176.56,2.0
23.44,3.92,174.8,2.0
23.444,3.92,172.44,2.0
23.448,3.92,171.24,2.0
23.452,3.92,165.08,2.0
23.456,3.92,170.92,2.0
23.46,3.92,174.7,2.0
23.464,3.92,181.8,2.0
23.468,3.92,181.7,2.0
23.472,3.92,176.16,2.0
23.476,3.92,177.1,2.0
23.48,3.92,176.0,2.0
23.484,3.92,172.84,2.0
23.488,3.92,173.68,2.0
23.492,3.92,172.3,2.0
23.496,3.92,169.48,2.0
23.5,3.92,175.5,2.0
23.504,3.92,180.08,2.0
23.508,3.92,175.24,2.0
23.512,3.92,168.48,2.0
23.516,3.92,169.46,2.0
23.52,3.92,178.2,2.0
23.524,3.92,175.82,2.0
23.528,3.92,168.64,2.0
23.532,3.92,170.04,2.0
23.536,3.92,172.08,2.0
23.54,3.92,168.0,2.0
23.544,3.92,169.96,2.0
23.548,3.92,174.74,2.0
23.552,3.92,174.96,2.0
23.556,3.92,175.36,2.0
23.56,3.92,166.6,2.0
23.564,3.92,169.36,2.0
23.568,3.92,172.28,2.0
23.572,3.92,178.3,2.0
23.576,3.92,172.8,2.0
23.58,3.92,164.7,2.0
23.584,3.92,171.24,2.0
23.588,3.92,174.3,2.0
23.592,3.92,178.84,2.0
23.596,3.92,175.14,2.0
23.6,3.92,182.0,2.0
23.604,3.92,177.1,2.0
23.608,3.92,178.92,2.0
23.612,3.92,186.52,2.0
23.616,3.92,187.0,2.0
23.62,3.92,176.2,2.0
23.624,3.92,169.72,2.0
23.628,3.92,169.86,2.0
23.632,3.92,175.88,2.0
23.636,3.92,181.1,2.0
23.64,3.92,182.0,2.0
23.644,3.92,175.76,2.0
23.648,3.92,174.0,2.0
23.652,3.92,179.92,2.0
23.656,3.92,177.68,2.0
23.66,3.92,175.3,2.0
23.664,3.92,172.96,2.0
23.668,3.92,177.94,2.0
23.672,3.92,177.8,2.0
23.676,3.92,177.24,2.0
23.68,3.92,169.0,2.0
23.684,3.92,165.32,2.0
23.688,3.92,170.92,2.0
23.692,3.92,172.92,2.0
23.696,3.92,176.68,2.0
23.7,3.92,174.5,2.0
23.704,3.92,166.56,2.0
23.708,3.92,165.0,2.0
23.712,3.92,169.84,2.0
23.716,3.92,172.22,2.0
23.72,3.92,167.0,2.0
23.724,3.92,167.0,2.0
23.728,3.92,167.72,2.0
23.732,3.92,171.04,2.0
23.736,3.92,171.8,2.0
23.74,3.92,165.3,2.0
23.744,3.92,167.12,2.0
23.748,3.92,168.18,2.0
23.752,3.92,162.52,2.0
23.756,3.92,164.96,2.0
23.76,3.92,176.4,2.0
23.764,3.92,166.0,2.0
23.768,3.92,166.16,2.0
23.772,3.92,167.42,2.0
23.776,3.92,169.52,2.0
23.78,3.92,165.7,2.0
23.784,3.92,163.48,2.0
23.788,3.92,169.06,2.0
23.792,3.92,170.12,2.0
23.796,3.92,173.08,2.0
23.8,3.92,177.0,2.0
23.804,3.92,171.12,2.0
23.808,3.92,169.08,2.0
23.812,3.92,169.0,2.0
23.816,3.92,164.4,2.0
23.82,3.92,156.8,2.0
23.824,3.92,163.92,2.0
23.828,3.92,160.7,2.0
23.832,3.92,163.36,2.0
23.836,3.92,173.02,2.0
23.84,3.92,179.8,2.0
23.844,3.92,165.4,2.0
23.848,3.92,167.84,2.0
23.852,3.92,170.74,2.0
23.856,3.92,160.92,2.0
23.86,3.92,161.2,2.0
23.864,3.92,168.44,2.0
23.868,3.92,166.38,2.0
23.872,3.92,170.4,2.0
23.876,3.92,170.9,2.0
23.88,3.92,166.6,2.0
23.884,3.92,169.06,2.0
23.888,3.92,170.88,2.0
23.892,3.92,170.54,2.0
23.896,3.92,173.6,2.0
23.9,3.92,175.0,2.0
23.904,3.92,169.2,2.0
23.908,3.92,162.62,2.0
23.912,3.92,164.96,2.0
23.916,3.92,170.42,2.0
23.92,3.92,172.6,2.0
23.924,3.92,170.06,2.0
23.928,3.92,164.16,2.0
23.932,3.92,164.94,2.0
23.936,3.92,160.28,2.0
23.94,3.92,164.8,2.0
23.944,3.92,169.84,2.0
23.948,3.92,170.18,2.0
23.952,3.92,166.44,2.0
23.956,3.92,168.8,2.0
23.96,3.92,161.8,2.0
23.964,3.92,166.26,2.0
23.968,3.92,172.96,2.0
23.972,3.92,177.02,2.0
23.976,3.92,170.28,2.0
23.98,3.92,164.7,2.0
23.984,3.92,162.72,2.0
23.988,3.92,170.58,2.0
23.992,3.92,164.2,2.0
23.996,3.92,169.08,2.0
24.0,3.92,173.0,2.0
24.004,3.92,162.22,2.0
24.008,3.92,161.04,2.0
24.012,3.92,157.24,2.0
24.016,3.92,163.44,2.0
24.02,3.92,159.5,2.0
24.024,3.92,176.6,2.0
24.028,3.92,169.54,2.0
24.032,3.92,169.68,2.0
24.036,3.92,170.82,2.0
24.04,3.92,170.2,2.0
24.044,3.92,170.0,2.0
24.048,3.92,161.64,2.0
24.052,3.92,161.22,2.0
24.056,3.92,166.32,2.0
24.06,3.92,165.9,2.0
24.064,3.92,169.08,2.0
24.068,3.92,162.42,2.0
24.072,3.92,166.96,2.0
24.076,3.92,168.28,2.0
24.08,3.92,166.6,2.0
24.084,3.92,162.94,2.0
24.088,3.92,165.04,2.0
24.092,3.92,169.0,2.0
24.096,3.92,166.92,2.0
24.1,3.92,170.0,2.0
24.104,3.92,168.28,2.0
24.108,3.92,166.06,2.0
24.112,3.92,168.48,2.0
24.116,3.92,160.22,2.0
24.12,3.92,161.0,2.0
24.124,3.92,170.38,2.0
24.128,3.92,171.36,2.0
24.132,3.92,169.62,2.0
24.136,3.92,166.6,2.0
24.14,3.92,167.6,2.0
24.144,3.92,161.16,2.0
24.148,3.92,159.26,2.0
24.152,3.92,160.72,2.0
24.156,3.92,162.56,2.0
24.16,3.92,161.0,2.0
24.164,3.92,163.16,2.0
24.168,3.92,171.72,2.0
24.172,3.92,166.54,2.0
24.176,3.92,175.16,2.0
24.18,3.92,168.1,2.0
24.184,3.92,160.8,2.0
24.188,3.92,169.22,2.0
24.192,3.92,157.32,2.0
24.196,3.92,164.98,2.0
24.2,3.92,164.0,2.0
24.204,3.92,169.88,2.0
24.208,3.92,165.2,2.0
24.212,3.92,160.3,2.0
24.216,3.92,171.04,2.0
24.22,3.92,171.1,2.0
24.224,3.92,163.96,2.0
24.228,3.92,169.88,2.0
24.232,3.92,160.08,2.0
24.236,3.92,163.74,2.0
24.24,3.92,174.6,2.0
24.244,3.92,171.54,2.0
24.248,3.92,163.16,2.0
24.252,3.92,163.96,2.0
24.256,3.92,165.0,2.0
24.26,3.92,158.7,2.0
24.264,3.92,159.4,2.0
24.268,3.92,166.28,2.0
24.272,3.92,167.08,2.0
24.276,3.92,166.0,2.0
24.28,3.92,171.4,2.0
24.284,3.92,172.68,2.0
24.288,3.92,173.24,2.0
24.292,3.92,175.0,2.0
24.296,3.92,176.56,2.0
24.3,3.92,178.0,2.0
24.304,3.92,174.64,2.0
24.308,3.92,169.62,2.0
24.312,3.92,167.56,2.0
24.316,3.92,168.68,2.0
24.32,3.92,166.6,2.0
24.324,3.92,160.38,2.0
24.328,3.92,160.28,2.0
24.332,3.92,163.08,2.0
24.336,3.92,172.6,2.0
24.34,3.92,171.5,2.0
24.344,3.92,162.12,2.0
24.348,3.92,166.56,2.0
24.352,3.92,169.56,2.0
24.356,3.92,165.22,2.0
24.36,3.92,165.4,2.0
24.364,3.92,164.62,2.0
24.368,3.92,171.04,2.0
24.372,3.92,166.42,2.0
24.376,3.92,168.88,2.0
24.38,3.92,167.5,2.0
24.384,3.92,163.16,2.0
24.388,3.92,164.82,2.0
24.392,3.92,162.32,2.0
24.396,3.92,169.94,2.0
24.4,3.92,167.0,2.0
24.404,3.92,165.04,2.0
24.408,3.92,174.6,2.0
24.412,3.92,161.84,2.0
24.416,3.92,172.96,2.0
24.42,3.92,166.8,2.0
24.424,3.92,166.88,2.0
24.428,3.92,170.44,2.0
24.432,3.92,167.64,2.0
24.436,3.92,167.0,2.0
24.44,3.92,166.2,2.0
24.444,3.92,172.24,2.0
24.448,3.92,170.2,2.0
24.452,3.92,168.26,2.0
24.456,3.92,165.12,2.0
24.46,3.92,164.0,2.0
24.464,3.92,166.04,2.0
24.468,3.92,164.36,2.0
24.472,3.92,169.4,2.0
24.476,3.92,173.0,2.0
24.48,3.92,170.0,2.0
24.484,3.92,173.8,2.0
24.488,3.92,170.16,2.0
24.492,3.92,167.78,2.0
24.496,3.92,171.0,2.0
24.5,3.92,169.5,2.0
24.504,3.92,166.56,2.0
24.508,3.92,168.22,2.0
24.512,3.92,172.88,2.0
24.516,3.92,174.0,2.0
24.52,3.92,174.0,2.0
24.524,3.92,170.2,2.0
24.528,3.92,166.16,2.0
24.532,3.92,170.0,2.0
24.536,3.92,169.04,2.0
24.54,3.92,167.0,2.0
24.544,3.92,166.16,2.0
24.548,3.92,164.0,2.0
24.552,3.92,162.8,2.0
24.556,3.92,162.08,2.0
24.56,3.92,172.4,2.0
24.564,3.92,169.82,2.0
24.568,3.92,166.6,2.0
24.572,3.92,154.0,2.0
24.576,3.92,155.92,2.0
24.58,3.92,170.4,2.0
24.584,3.92,172.96,2.0
24.588,3.92,160.94,2.0
24.592,3.92,160.44,2.0
24.596,3.92,170.82,2.0
24.6,3.92,162.0,2.0
24.604,3.92,167.88,2.0
24.608,3.92,168.0,2.0
24.612,3.92,164.24,2.0
24.616,3.92,174.12,2.0
24.62,3.92,165.1,2.0
24.624,3.92,166.64,2.0
24.628,3.92,167.0,2.0
24.632,3.92,170.36,2.0
24.636,3.92,171.82,2.0
24.64,3.92,172.0,2.0
24.644,3.92,168.88,2.0
24.648,3.92,177.12,2.0
24.652,3.92,173.34,2.0
24.656,3.92,163.08,2.0
24.66,3.92,163.5,2.0
24.664,3.92,169.76,2.0
24.668,3.92,183.88,2.0
24.672,3.92,197.68,2.0
24.676,3.92,210.68,2.0
24.68,3.92,220.8,2.0
24.684,3.92,231.54,2.0
24.688,3.92,243.72,2.0
24.692,3.92,263.04,2.0
24.696,3.92,288.0,2.0
24.7,3.92,314.5,2.0
24.704,3.92,344.84,2.0
24.708,3.92,377.64,2.0
24.712,3.92,429.88,2.0
24.716,3.92,498.2,2.0
24.72,3.92,533.0,2.0
24.724,3.92,579.36,2.0
24.728,3.92,655.0,2.0
24.732,3.92,672.68,2.0
24.736,3.92,748.6,2.0
24.74,3.92,846.6,2.0
24.744,3.92,876.28,2.0
24.748,3.92,897.6,2.0
24.752,3.92,905.0,2.0
24.756,3.92,905.0,2.0
24.76,3.92,906.8,2.0
24.764,3.92,915.08,2.0
24.768,3.92,918.08,2.0
24.772,3.92,907.72,2.0
24.776,3.92,905.4,2.0
24.78,3.92,903.4,2.0
24.784,3.92,926.52,2.0
24.788,3.92,943.7,2.0
24.792,3.92,939.36,2.0
24.796,3.92,948.06,2.0
24.8,3.92,951.0,2.0
24.804,3.92,957.86,2.0
24.808,3.92,953.2,2.0
24.812,3.92,963.34,2.0
24.816,3.92,952.04,2.0
24.82,3.92,969.9,2.0
24.824,3.92,979.04,2.0
24.828,3.92,1004.08,2.0
24.832,3.92,1020.6,2.0
24.836,3.92,1020.54,2.0
24.84,3.92,1036.0,2.0
24.844,3.92,1040.0,2.0
24.848,3.92,1059.0,2.0
24.852,3.92,1067.96,2.0
24.856,3.92,1060.36,2.0
24.86,3.92,1100.4,2.0
24.864,3.92,1121.04,2.0
24.868,3.92,1122.0,2.0
24.872,3.92,1123.28,2.0
24.876,3.92,1140.12,2.0
24.88,3.92,1151.2,2.0
24.884,3.92,1161.86,2.0
24.888,3.92,1175.16,2.0
24.892,3.92,1189.18,2.0
24.896,3.92,1201.68,2.0
24.9,3.92,1206.0,2.0
24.904,3.92,1204.08,2.04
24.908,3.92,1207.98,2.08
24.912,3.92,1220.72,2.12
24.916,3.92,1236.4,2.16
24.92,3.92,1257.2,2.2
24.924,3.92,1271.0,2.24
24.928,3.92,1271.72,2.28
24.932,3.92,1271.3,2.32
24.936,3.92,1269.28,2.36
24.94,3.92,1272.0,2.4
24.944,3.92,1281.24,2.44
24.948,3.92,1307.08,2.48
24.952,3.92,1319.96,2.52
24.956,3.92,1347.5,2.56
24.96,3.92,1367.2,2.6
24.964,3.92,1361.16,2.64
24.968,3.92,1331.12,2.68
24.972,3.92,1336.58,2.72
24.976,3.92,1341.2,2.76
24.98,3.92,1393.4,2.8
24.984,3.92,1389.92,2.84
24.988,3.92,1411.1,2.88
24.992,3.92,1396.92,2.92
24.996,3.92,1395.02,2.96
25.0,3.92,1396.0,3.0
25.004,3.92,1449.9,3.0
25.008,3.92,1451.0,3.0
25.012,3.92,1487.66,3.0
25.016,3.92,1455.96,3.0
25.02,3.92,1439.5,3.0
25.024,3.92,1421.28,3.0
25.028,3.92,1440.5,3.0
25.032,3.92,1466.68,3.0
25.036,3.92,1465.26,3.0
25.04,3.92,1452.8,3.0
25.044,3.92,1438.3,3.0
25.048,3.92,1438.04,3.0
25.052,3.92,1452.32,3.0
25.056,3.92,1459.16,3.0
25.06,3.92,1461.4,3.0
25.064,3.92,1447.04,3.0
25.068,3.92,1449.9,3.0
25.072,3.92,1462.04,3.0
25.076,3.92,1448.64,3.0
25.08,3.92,1439.8,3.0
25.084,3.92,1452.02,3.0
25.088,3.92,1451.6,3.0
25.092,3.92,1462.82,3.0
25.096,3.92,1470.72,3.0
25.1,3.92,1464.0,3.0
25.104,3.92,1465.92,3.0
25.108,3.92,1478.12,3.0
25.112,3.92,1500.56,3.0
25.116,3.92,1524.92,3.0
25.12,3.92,1532.0,3.0
25.124,3.92,1521.9,3.0
25.128,3.92,1525.0,3.0
25.132,3.92,1539.28,3.0
25.136,3.92,1577.24,3.0
25.14,3.92,1598.7,3.0
25.144,3.92,1594.36,3.0
25.148,3.92,1585.0,3.0
25.152,3.92,1593.64,3.0
25.156,3.92,1629.14,3.0
25.16,3.92,1658.6,3.0
25.164,3.92,1664.42,3.0
25.168,3.92,1677.92,3.0
25.172,3.92,1671.2,3.0
25.176,3.92,1697.24,3.0
25.18,3.92,1698.6,3.0
25.184,3.92,1696.92,3.0
25.188,3.92,1718.46,3.0
25.192,3.92,1710.04,3.0
25.196,3.92,1711.16,3.0
25.2,3.92,1719.0,3.0
25.204,3.92,1747.42,3.0
25.208,3.92,1738.4,3.0
25.212,3.92,1773.72,3.0
25.216,3.92,1788.88,3.0
25.22,3.92,1758.5,3.0
25.224,3.92,1763.8,3.0
25.228,3.92,1765.0,3.0
25.232,3.92,1804.48,3.0
25.236,3.92,1789.04,3.0
25.24,3.92,1818.4,3.0
25.244,3.92,1809.84,3.0
25.248,3.92,1805.76,3.0
25.252,3.92,1815.62,3.0
25.256,3.92,1820.44,3.0
25.26,3.92,1818.2,3.0
25.264,3.92,1854.4,3.0
25.268,3.92,1872.0,3.0
25.272,3.92,1868.8,3.0
25.276,3.92,1867.62,3.0
25.28,3.92,1866.8,3.0
25.284,3.92,1875.28,3.0
25.288,3.92,1876.96,3.0
25.292,3.92,1884.88,3.0
25.296,3.92,1883.56,3.0
25.3,3.92,1873.0,3.0
25.304,3.92,1882.6,3.0
25.308,3.92,1902.2,3.0
25.312,3.92,1911.24,3.0
25.316,3.92,1909.42,3.0
25.32,3.92,1898.4,3.0
25.324,3.92,1882.14,3.0
25.328,3.92,1884.0,3.0
25.332,3.92,1892.5,3.0
25.336,3.92,1915.08,3.0
25.34,3.92,1928.0,3.0
25.344,3.92,1923.24,3.0
25.348,3.92,1903.46,3.0
25.352,3.92,1888.72,3.0
25.356,3.92,1908.24,3.0
25.36,3.92,1899.2,3.0
25.364,3.92,1890.16,3.0
25.368,3.92,1899.68,3.0
25.372,3.92,1899.68,3.0
25.376,3.92,1910.12,3.0
25.38,3.92,1909.1,3.0
25.384,3.92,1893.6,3.0
25.388,3.92,1912.0,3.0
25.392,3.92,1912.28,3.0
25.396,3.92,1919.28,3.0
25.4,3.92,1933.0,3.0
25.404,3.92,1928.1,3.0
25.408,3.92,1939.52,3.0
25.412,3.92,1932.48,3.0
25.416,3.92,1968.8,3.0
25.42,3.92,1972.0,3.0
25.424,3.92,1956.16,3.0
25.428,3.92,1997.86,3.0
25.432,3.92,1989.88,3.0
25.436,3.92,1983.72,3.0
25.44,3.92,2001.4,3.0
25.444,3.92,1977.92,3.0
25.448,3.92,1992.8,3.0
25.452,3.92,2015.54,3.0
25.456,3.92,2015.96,3.0
25.46,3.92,2021.7,3.0
25.464,3.92,2025.0,3.0
25.468,3.92,2034.9,3.0
25.472,3.92,2020.16,3.0
25.476,3.92,2025.74,3.0
25.48,3.92,2042.0,3.0
25.484,3.92,2050.64,3.0
25.488,3.92,2061.84,3.0
25.492,3.92,2044.78,3.0
25.496,3.92,2027.6,3.0
25.5,3.92,2031.0,3.0
25.504,3.92,2058.88,3.04
25.508,3.92,2070.06,3.08
25.512,3.92,2057.36,3.12
25.516,3.92,2073.04,3.16
25.52,3.92,2081.6,3.2
25.524,3.92,2080.2,3.24
25.528,3.92,2059.6,3.28
25.532,3.92,2041.14,3.32
25.536,3.92,2041.24,3.36
25.54,3.92,2013.8,3.4
25.544,3.92,2004.56,3.44
25.548,3.92,1975.98,3.48
25.552,3.92,1995.4,3.52
25.556,3.92,2004.54,3.56
25.56,3.92,2005.6,3.6
25.564,3.92,1984.22,3.64
25.568,3.92,1970.36,3.68
25.572,3.92,1987.02,3.72
25.576,3.92,1980.64,3.76
25.58,3.92,1978.6,3.8
25.584,3.92,1987.04,3.84
25.588,3.92,2021.4,3.88
25.592,3.92,2012.24,3.92
25.596,3.92,2016.02,3.96
25.6,3.92,1919.0,4.0
25.604,3.92,1982.7,4.0
25.608,3.92,1984.96,4.0
25.612,3.92,2017.9,4.0
25.616,3.92,2020.0,4.0
25.62,3.92,1974.1,4.0
25.624,3.92,1921.48,4.0
25.628,3.92,1915.0,4.0
25.632,3.92,1799.08,4.0
25.636,3.92,1646.62,4.0
25.64,3.92,1506.8,4.0
25.644,3.92,1308.96,4.0
25.648,3.92,1159.16,4.0
25.652,3.92,927.94,4.0
25.656,3.92,742.08,4.0
25.66,3.92,566.8,4.0
25.664,3.92,436.2,4.0
25.668,3.92,355.46,4.0
25.672,3.92,303.84,4.0
25.676,3.92,276.22,4.0
25.68,3.92,260.6,4.0
25.684,3.92,246.3,4.0
25.688,3.92,237.76,4.0
25.692,3.92,232.76,4.0
25.696,3.92,224.28,4.0
25.7,3.92,219.0,4.0
25.704,3.92,228.6,4.0
25.708,3.92,238.08,4.0
25.712,3.92,232.6,4.0
25.716,3.92,224.48,4.0
25.72,3.92,223.0,4.0
25.724,3.92,229.42,4.0
25.728,3.92,232.84,4.0
25.732,3.92,227.98,4.0
25.736,3.92,223.12,4.0
25.74,3.92,220.0,4.0
25.744,3.92,224.76,4.0
25.748,3.92,221.86,4.0
25.752,3.92,231.44,4.0
25.756,3.92,233.36,4.0
25.76,3.92,225.8,4.0
25.764,3.92,231.92,4.0
25.768,3.92,227.64,4.0
25.772,3.92,231.28,4.0
25.776,3.92,233.0,4.0
25.78,3.92,232.6,4.0
25.784,3.92,229.4,4.0
25.788,3.92,233.52,4.0
25.792,3.92,226.48,4.0
25.796,3.92,237.72,4.0
25.8,3.92,224.0,4.0
25.804,3.92,213.22,4.0
25.808,3.92,225.48,4.0
25.812,3.92,228.82,4.0
25.816,3.92,222.56,4.0
25.82,3.92,218.4,4.0
25.824,3.92,222.4,4.0
25.828,3.92,220.42,4.0
25.832,3.92,228.4,4.0
25.836,3.92,231.64,4.0
25.84,3.92,216.0,4.0
25.844,3.92,234.62,4.0
25.848,3.92,223.52,4.0
25.852,3.92,227.62,4.0
25.856,3.92,231.0,4.0
25.86,3.92,224.7,4.0
25.864,3.92,217.92,4.0
25.868,3.92,223.92,4.0
25.872,3.92,217.76,4.0
25.876,3.92,218.2,4.0
25.88,3.92,221.4,4.0
25.884,3.92,218.1,4.0
25.888,3.92,221.04,4.0
25.892,3.92,229.32,4.0
25.896,3.92,225.72,4.0
25.9,3.92,222.5,4.0
25.904,3.92,226.48,4.0
25.908,3.92,225.62,4.0
25.912,3.92,215.64,4.0
25.916,3.92,213.4,4.0
25.92,3.92,222.6,4.0
25.924,3.92,222.42,4.0
25.928,3.92,223.68,4.0
25.932,3.92,217.02,4.0
