time,ACCU_VOLTAGE___min,SHUNT___current,SHUNT___current_counter
151.1,3.87,1547.0,1918.0
151.104,3.87,1555.0,1918.0
151.108,3.87,1541.66,1918.0
151.112,3.87,1530.84,1918.0
151.116,3.87,1528.18,1918.0
151.12,3.87,1496.4,1918.0
151.124,3.87,1465.1,1918.0
151.128,3.87,1465.6,1918.0
151.132,3.87,1470.98,1918.0
151.136,3.87,1474.76,1918.0
151.14,3.87,1487.0,1918.0
151.144,3.87,1488.96,1918.0
151.148,3.87,1494.0,1918.0
151.152,3.87,1506.0,1918.0
151.156,3.87,1525.74,1918.0
151.16,3.87,1464.0,1918.0
151.164,3.87,1476.0,1918.0
151.168,3.87,1478.88,1918.0
151.172,3.87,1502.12,1918.0
151.176,3.87,1552.0,1918.0
151.18,3.87,1552.9,1918.0
151.184,3.87,1560.76,1918.0
151.188,3.87,1557.64,1918.0
151.192,3.87,1552.36,1918.0
151.196,3.87,1561.0,1918.0
151.2,3.87,1561.0,1918.0
151.204,3.87,1529.64,1918.0
151.208,3.87,1567.4,1918.0
151.212,3.87,1544.56,1918.0
151.216,3.87,1580.72,1918.0
151.22,3.87,1586.7,1918.0
151.224,3.87,1537.72,1918.0
151.228,3.87,1524.12,1918.0
151.232,3.87,1523.0,1918.0
151.236,3.87,1491.84,1918.0
151.24,3.87,1457.8,1918.0
151.244,3.87,1461.92,1918.0
151.248,3.87,1485.52,1918.0
151.252,3.87,1477.94,1918.0
151.256,3.87,1475.16,1918.0
151.26,3.87,1476.7,1918.0
151.264,3.87,1460.0,1918.0
151.268,3.87,1452.0,1918.0
151.272,3.87,1432.16,1918.0
151.276,3.87,1448.28,1918.0
151.28,3.87,1448.8,1918.0
151.284,3.87,1456.56,1918.0
151.288,3.87,1485.12,1918.0
151.292,3.87,1533.18,1918.0
151.296,3.87,1549.96,1918.0
151.3,3.87,1522.0,1918.0
151.304,3.87,1517.08,1918.04
151.308,3.87,1516.5,1918.08
151.312,3.87,1503.0,1918.12
151.316,3.87,1511.4,1918.16
151.32,3.87,1507.4,1918.2
151.324,3.87,1485.52,1918.24
151.328,3.87,1506.36,1918.28
151.332,3.87,1532.88,1918.32
151.336,3.87,1531.88,1918.36
151.34,3.87,1555.0,1918.4
151.344,3.87,1527.84,1918.44
151.348,3.87,1455.14,1918.48
151.352,3.87,1455.88,1918.52
151.356,3.87,1484.0,1918.56
151.36,3.87,1493.6,1918.6
151.364,3.87,1532.0,1918.64
151.368,3.87,1524.48,1918.68
151.372,3.87,1481.78,1918.72
151.376,3.87,1460.56,1918.76
151.38,3.87,1450.0,1918.8
151.384,3.87,1449.2,1918.84
151.388,3.87,1441.2,1918.88
151.392,3.87,1460.48,1918.92
151.396,3.87,1472.86,1918.96
151.4,3.87,1515.0,1919.0
151.404,3.87,1522.84,1919.0
151.408,3.87,1433.72,1919.0
151.412,3.87,1456.32,1919.0
151.416,3.87,1501.24,1919.0
151.42,3.87,1573.4,1919.0
151.424,3.87,1581.0,1919.0
151.428,3.87,1562.08,1919.0
151.432,3.87,1593.44,1919.0
151.436,3.87,1580.32,1919.0
151.44,3.87,1576.0,1919.0
151.444,3.87,1611.1,1919.0
151.448,3.87,1593.64,1919.0
151.452,3.87,1541.34,1919.0
151.456,3.87,1551.2,1919.0
151.46,3.87,1545.6,1919.0
151.464,3.87,1545.12,1919.0
151.468,3.87,1532.16,1919.0
151.472,3.87,1512.48,1919.0
151.476,3.87,1481.82,1919.0
151.48,3.87,1461.6,1919.0
151.484,3.87,1462.06,1919.0
151.488,3.87,1477.88,1919.0
151.492,3.87,1499.88,1919.0
151.496,3.87,1528.2,1919.0
151.5,3.87,1562.5,1919.0
151.504,3.87,1580.0,1919.0
151.508,3.87,1583.68,1919.0
151.512,3.87,1624.96,1919.0
151.516,3.87,1656.46,1919.0
151.52,3.87,1625.0,1919.0
151.524,3.87,1583.78,1919.0
151.528,3.87,1522.28,1919.0
151.532,3.87,1469.96,1919.0
151.536,3.87,1444.84,1919.0
151.54,3.87,1470.0,1919.0
151.544,3.87,1454.04,1919.0
151.548,3.87,1404.94,1919.0
151.552,3.87,1382.0,1919.0
151.556,3.87,1386.62,1919.0
151.56,3.87,1392.0,1919.0
151.564,3.87,1338.64,1919.0
151.568,3.87,1292.96,1919.0
151.572,3.87,1282.6,1919.0
151.576,3.87,1307.88,1919.0
151.58,3.87,1243.1,1919.0
151.584,3.87,1263.84,1919.0
151.588,3.87,1283.62,1919.0
151.592,3.87,1261.88,1919.0
151.596,3.87,1259.68,1919.0
151.6,3.87,1293.0,1919.0
151.604,3.87,1296.92,1919.0
151.608,3.87,1332.52,1919.0
151.612,3.87,1346.22,1919.0
151.616,3.87,1331.36,1919.0
151.62,3.87,1330.0,1919.0
151.624,3.87,1355.52,1919.0
151.628,3.87,1446.72,1919.0
151.632,3.87,1450.08,1919.0
151.636,3.87,1479.98,1919.0
151.64,3.87,1448.6,1919.0
151.644,3.87,1439.0,1919.0
151.648,3.87,1444.32,1919.0
151.652,3.87,1358.68,1919.0
151.656,3.87,1297.04,1919.0
151.66,3.87,1274.5,1919.0
151.664,3.87,1217.64,1919.0
151.668,3.87,1214.78,1919.0
151.672,3.87,1218.32,1919.0
151.676,3.87,1192.3,1919.0
151.68,3.87,1196.4,1919.0
151.684,3.87,1185.96,1919.0
151.688,3.87,1175.04,1919.0
151.692,3.87,1206.54,1919.0
151.696,3.87,1225.32,1919.0
151.7,3.87,1233.0,1919.0
151.704,3.87,1255.56,1919.0
151.708,3.87,1238.48,1919.0
151.712,3.87,1203.24,1919.0
151.716,3.87,1187.14,1919.0
151.72,3.87,1170.4,1919.0
151.724,3.87,1176.66,1919.0
151.728,3.87,1184.24,1919.0
151.732,3.87,1178.78,1919.0
151.736,3.87,1158.6,1919.0
151.74,3.87,1162.0,1919.0
151.744,3.87,1159.2,1919.0
151.748,3.87,1172.28,1919.0
151.752,3.87,1226.4,1919.0
151.756,3.87,1210.38,1919.0
151.76,3.87,1195.0,1919.0
151.764,3.87,1204.04,1919.0
151.768,3.87,1229.24,1919.0
151.772,3.87,1242.82,1919.0
151.776,3.87,1260.36,1919.0
151.78,3.87,1304.6,1919.0
151.784,3.87,1281.32,1919.0
151.788,3.87,1259.72,1919.0
151.792,3.87,1223.92,1919.0
151.796,3.87,1222.86,1919.0
151.8,3.87,1265.0,1919.0
151.804,3.87,1298.32,1919.0
151.808,3.87,1311.48,1919.0
151.812,3.87,1336.44,1919.0
151.816,3.87,1252.44,1919.0
151.82,3.87,1233.3,1919.0
151.824,3.87,1270.72,1919.0
151.828,3.87,1273.42,1919.0
151.832,3.87,1341.04,1919.0
151.836,3.87,1340.88,1919.0
151.84,3.87,1279.6,1919.0
151.844,3.87,1291.52,1919.0
151.848,3.87,1298.24,1919.0
151.852,3.87,1293.56,1919.0
151.856,3.87,1271.12,1919.0
151.86,3.87,1263.0,1919.0
151.864,3.87,1256.88,1919.0
151.868,3.87,1233.54,1919.0
151.872,3.87,1270.36,1919.0
151.876,3.87,1282.12,1919.0
151.88,3.87,1286.8,1919.0
151.884,3.87,1249.02,1919.0
151.888,3.87,1194.84,1919.0
151.892,3.87,1213.56,1919.0
151.896,3.87,1234.68,1919.0
151.9,3.87,1190.0,1919.0
151.904,3.87,1182.76,1919.0
151.908,3.87,1216.38,1919.0
151.912,3.87,1248.8,1919.0
151.916,3.87,1288.0,1919.0
151.92,3.87,1271.6,1919.0
151.924,3.87,1256.88,1919.0
151.928,3.87,1249.6,1919.0
151.932,3.87,1176.72,1919.0
151.936,3.87,1129.76,1919.0
151.94,3.87,1155.4,1919.0
151.944,3.87,1147.56,1919.0
151.948,3.87,1159.4,1919.0
151.952,3.87,1186.6,1919.0
151.956,3.87,1185.82,1919.0
151.96,3.87,1206.4,1919.0
151.964,3.87,1194.52,1919.0
151.968,3.87,1208.56,1919.0
151.972,3.87,1224.66,1919.0
151.976,3.87,1241.72,1919.0
151.98,3.87,1242.4,1919.0
151.984,3.87,1202.04,1919.0
151.988,3.87,1215.92,1919.0
151.992,3.87,1247.64,1919.0
151.996,3.87,1287.24,1919.0
152.0,3.87,1299.0,1919.0
152.004,3.87,1229.42,1919.04
152.008,3.87,1265.44,1919.08
152.012,3.87,1280.16,1919.12
152.016,3.87,1290.2,1919.16
152.02,3.87,1197.4,1919.2
152.024,3.87,1141.24,1919.24
152.028,3.87,1141.02,1919.28
152.032,3.87,1131.92,1919.32
152.036,3.87,1139.02,1919.36
152.04,3.87,1088.2,1919.4
152.044,3.87,1037.56,1919.44
152.048,3.87,1061.2,1919.48
152.052,3.87,1038.7,1919.52
152.056,3.87,1034.2,1919.56
152.06,3.87,990.8,1919.6
152.064,3.87,943.12,1919.64
152.068,3.87,959.7,1919.68
152.072,3.87,975.0,1919.72
152.076,3.87,972.52,1919.76
152.08,3.87,984.2,1919.8
152.084,3.87,959.36,1919.84
152.088,3.87,945.64,1919.88
152.092,3.87,984.78,1919.92
152.096,3.87,1017.24,1919.96
152.1,3.87,1036.5,1920.0
152.104,3.87,1057.68,1920.0
152.108,3.87,1033.8,1920.0
152.112,3.87,1005.24,1920.0
152.116,3.87,1010.7,1920.0
152.12,3.87,994.0,1920.0
152.124,3.87,972.88,1920.0
152.128,3.87,970.96,1920.0
152.132,3.87,994.0,1920.0
152.136,3.87,1014.8,1920.0
152.14,3.87,1068.9,1920.0
152.144,3.87,1086.4,1920.0
152.148,3.87,1077.46,1920.0
152.152,3.87,1083.16,1920.0
152.156,3.87,1042.1,1920.0
152.16,3.87,1013.6,1920.0
152.164,3.87,1029.2,1920.0
152.168,3.87,971.04,1920.0
152.172,3.87,922.88,1920.0
152.176,3.87,909.88,1920.0
152.18,3.87,867.5,1920.0
152.184,3.87,891.12,1920.0
152.188,3.87,905.2,1920.0
152.192,3.87,925.6,1920.0
152.196,3.87,964.28,1920.0
152.2,3.87,978.0,1920.0
152.204,3.87,969.18,1920.0
152.208,3.87,914.28,1920.0
152.212,3.87,891.32,1920.0
152.216,3.87,877.12,1920.0
152.22,3.87,891.3,1920.0
152.224,3.87,943.16,1920.0
152.228,3.87,978.38,1920.0
152.232,3.87,960.32,1920.0
152.236,3.87,946.98,1920.0
152.24,3.87,948.2,1920.0
152.244,3.87,935.74,1920.0
152.248,3.87,897.04,1920.0
152.252,3.87,886.0,1920.0
152.256,3.87,949.36,1920.0
152.26,3.87,981.7,1920.0
152.264,3.87,972.76,1920.0
152.268,3.87,931.36,1920.0
152.272,3.87,892.52,1920.0
152.276,3.87,810.94,1920.0
152.28,3.87,783.6,1920.0
152.284,3.87,765.58,1920.0
152.288,3.87,695.72,1920.0
152.292,3.87,664.02,1920.0
152.296,3.87,669.48,1920.0
152.3,3.87,669.0,1920.0
152.304,3.87,653.16,1920.0
152.308,3.87,649.34,1920.0
152.312,3.87,644.32,1920.0
152.316,3.87,639.0,1920.0
152.32,3.87,654.8,1920.0
152.324,3.87,627.78,1920.0
152.328,3.87,630.76,1920.0
152.332,3.87,646.46,1920.0
152.336,3.87,626.0,1920.0
152.34,3.87,624.5,1920.0
152.344,3.87,627.16,1920.0
152.348,3.87,636.76,1920.0
152.352,3.87,614.68,1920.0
152.356,3.87,595.06,1920.0
152.36,3.87,570.2,1920.0
152.364,3.87,568.32,1920.0
152.368,3.87,635.24,1920.0
152.372,3.87,668.0,1920.0
152.376,3.87,663.44,1920.0
152.38,3.87,627.4,1920.0
152.384,3.87,602.72,1920.0
152.388,3.87,589.02,1920.0
152.392,3.87,605.36,1920.0
152.396,3.87,614.28,1920.0
152.4,3.87,628.0,1920.0
152.404,3.87,626.04,1920.0
152.408,3.87,602.0,1920.0
152.412,3.87,601.94,1920.0
152.416,3.87,629.6,1920.0
152.42,3.87,614.9,1920.0
152.424,3.87,628.84,1920.0
152.428,3.87,612.08,1920.0
152.432,3.87,614.88,1920.0
152.436,3.87,637.32,1920.0
152.44,3.87,627.6,1920.0
152.444,3.87,633.36,1920.0
152.448,3.87,632.2,1920.0
152.452,3.87,628.78,1920.0
152.456,3.87,624.4,1920.0
152.46,3.87,629.3,1920.0
152.464,3.87,636.76,1920.0
152.468,3.87,619.86,1920.0
152.472,3.87,617.04,1920.0
152.476,3.87,616.04,1920.0
152.48,3.87,610.6,1920.0
152.484,3.87,608.42,1920.0
152.488,3.87,602.4,1920.0
152.492,3.87,626.62,1920.0
152.496,3.87,639.56,1920.0
152.5,3.87,616.0,1920.0
152.504,3.87,607.8,1920.0
152.508,3.87,595.06,1920.0
152.512,3.87,576.64,1920.0
152.516,3.87,576.22,1920.0
152.52,3.87,573.4,1920.0
152.524,3.87,577.0,1920.0
152.528,3.87,602.56,1920.0
152.532,3.87,654.12,1920.0
152.536,3.87,672.4,1920.0
152.54,3.87,669.8,1920.0
152.544,3.87,632.0,1920.0
152.548,3.87,627.84,1920.0
152.552,3.87,608.32,1920.0
152.556,3.87,588.4,1920.0
152.56,3.87,603.0,1920.0
152.564,3.87,594.86,1920.0
152.568,3.87,583.04,1920.0
152.572,3.87,617.9,1920.0
152.576,3.87,601.04,1920.0
152.58,3.87,578.0,1920.0
152.584,3.87,631.12,1920.0
152.588,3.87,617.94,1920.0
152.592,3.87,570.32,1920.0
152.596,3.87,578.88,1920.0
152.6,3.87,622.0,1920.0
152.604,3.87,602.4,1920.0
152.608,3.87,602.0,1920.0
152.612,3.87,595.42,1920.0
152.616,3.87,573.84,1920.0
152.62,3.87,578.3,1920.0
152.624,3.87,615.08,1920.0
152.628,3.87,592.48,1920.0
152.632,3.87,568.68,1920.0
152.636,3.87,569.92,1920.0
152.64,3.87,571.0,1920.0
152.644,3.87,587.38,1920.0
152.648,3.87,616.32,1920.0
152.652,3.87,591.44,1920.0
152.656,3.87,585.76,1920.0
152.66,3.87,586.6,1920.0
152.664,3.87,561.52,1920.0
152.668,3.87,563.86,1920.0
152.672,3.87,593.4,1920.0
152.676,3.87,629.56,1920.0
152.68,3.87,650.6,1920.0
152.684,3.87,657.32,1920.0
152.688,3.87,665.72,1920.0
152.692,3.87,675.86,1920.0
152.696,3.87,672.2,1920.0
152.7,3.87,671.5,1920.0
152.704,3.87,671.76,1920.0
152.708,3.87,655.8,1920.0
152.712,3.87,637.08,1920.0
152.716,3.87,623.22,1920.0
152.72,3.87,628.0,1920.0
152.724,3.87,627.8,1920.0
152.728,3.87,605.52,1920.0
152.732,3.87,607.96,1920.0
152.736,3.87,598.88,1920.0
152.74,3.87,594.9,1920.0
152.744,3.87,606.24,1920.0
152.748,3.87,591.4,1920.0
152.752,3.87,589.28,1920.0
152.756,3.87,606.0,1920.0
152.76,3.87,602.0,1920.0
152.764,3.87,585.46,1920.0
152.768,3.87,588.28,1920.0
152.772,3.87,613.62,1920.0
152.776,3.87,594.56,1920.0
152.78,3.87,563.9,1920.0
152.784,3.87,580.92,1920.0
152.788,3.87,580.06,1920.0
152.792,3.87,583.0,1920.0
152.796,3.87,631.0,1920.0
152.8,3.87,631.0,1920.0
152.804,3.87,596.7,1920.0
152.808,3.87,575.84,1920.0
152.812,3.87,578.76,1920.0
152.816,3.87,570.72,1920.0
152.82,3.87,615.0,1920.0
152.824,3.87,592.72,1920.0
152.828,3.87,589.0,1920.0
152.832,3.87,568.84,1920.0
152.836,3.87,606.82,1920.0
152.84,3.87,582.4,1920.0
152.844,3.87,579.46,1920.0
152.848,3.87,581.0,1920.0
152.852,3.87,564.72,1920.0
152.856,3.87,541.0,1920.0
152.86,3.87,546.6,1920.0
152.864,3.87,570.36,1920.0
152.868,3.87,564.48,1920.0
152.872,3.87,560.2,1920.0
152.876,3.87,574.4,1920.0
152.88,3.87,567.6,1920.0
152.884,3.87,553.36,1920.0
152.888,3.87,568.48,1920.0
152.892,3.87,571.66,1920.0
152.896,3.87,562.0,1920.0
152.9,3.87,571.0,1920.0
152.904,3.87,564.16,1920.0
152.908,3.87,549.3,1920.0
152.912,3.87,569.6,1920.0
152.916,3.87,576.46,1920.0
152.92,3.87,556.6,1920.0
152.924,3.87,568.5,1920.0
152.928,3.87,575.36,1920.0
152.932,3.87,563.06,1920.0
152.936,3.87,577.32,1920.0
152.94,3.87,585.1,1920.0
152.944,3.87,555.0,1920.0
152.948,3.87,547.14,1920.0
152.952,3.87,577.44,1920.0
152.956,3.87,581.56,1920.0
152.96,3.87,578.8,1920.0
152.964,3.87,571.66,1920.0
152.968,3.87,555.4,1920.0
152.972,3.87,527.82,1920.0
152.976,3.87,539.0,1920.0
152.98,3.87,541.7,1920.0
152.984,3.87,566.0,1920.0
152.988,3.87,566.06,1920.0
152.992,3.87,565.96,1920.0
152.996,3.87,541.0,1920.0
153.0,3.87,541.0,1920.0
153.004,3.87,572.36,1920.0
153.008,3.87,552.84,1920.0
153.012,3.87,567.98,1920.0
153.016,3.87,572.68,1920.0
153.02,3.87,577.5,1920.0
153.024,3.87,573.6,1920.0
153.028,3.87,544.62,1920.0
153.032,3.87,550.92,1920.0
153.036,3.87,541.52,1920.0
153.04,3.87,573.4,1920.0
153.044,3.87,575.76,1920.0
153.048,3.87,561.84,1920.0
153.052,3.87,555.04,1920.0
153.056,3.87,569.12,1920.0
153.06,3.87,559.6,1920.0
153.064,3.87,557.76,1920.0
153.068,3.87,561.32,1920.0
153.072,3.87,549.2,1920.0
153.076,3.87,543.24,1920.0
153.08,3.87,547.0,1920.0
153.084,3.87,556.54,1920.0
153.088,3.87,549.12,1920.0
153.092,3.87,568.7,1920.0
153.096,3.87,577.36,1920.0
153.1,3.87,553.0,1920.0
153.104,3.87,555.52,1920.0
153.108,3.87,572.14,1920.0
153.112,3.87,577.0,1920.0
153.116,3.87,578.26,1920.0
153.12,3.87,573.6,1920.0
153.124,3.87,547.66,1920.0
153.128,3.87,518.12,1920.0
153.132,3.87,526.94,1920.0
153.136,3.87,554.0,1920.0
153.14,3.87,553.4,1920.0
153.144,3.87,552.0,1920.0
153.148,3.87,555.9,1920.0
153.152,3.87,558.84,1920.0
153.156,3.87,533.0,1920.0
153.16,3.87,535.4,1920.0
153.164,3.87,543.56,1920.0
153.168,3.87,536.2,1920.0
153.172,3.87,532.98,1920.0
153.176,3.87,536.48,1920.0
153.18,3.87,521.0,1920.0
153.184,3.87,546.56,1920.0
153.188,3.87,530.06,1920.0
153.192,3.87,532.08,1920.0
153.196,3.87,557.6,1920.0
153.2,3.87,538.0,1920.0
153.204,3.87,538.0,1920.0
153.208,3.87,533.2,1920.0
153.212,3.87,533.0,1920.0
153.216,3.87,534.84,1920.0
153.22,3.87,513.4,1920.0
153.224,3.87,523.32,1920.0
153.228,3.87,531.02,1920.0
153.232,3.87,548.8,1920.0
153.236,3.87,538.06,1920.0
153.24,3.87,535.0,1920.0
153.244,3.87,521.74,1920.0
153.248,3.87,522.56,1920.0
153.252,3.87,522.52,1920.0
153.256,3.87,540.72,1920.0
153.26,3.87,546.6,1920.0
153.264,3.87,541.92,1920.0
153.268,3.87,540.0,1920.0
153.272,3.87,531.04,1920.0
153.276,3.87,534.68,1920.0
153.28,3.87,549.0,1920.0
153.284,3.87,549.78,1920.0
153.288,3.87,557.2,1920.0
153.292,3.87,566.0,1920.0
153.296,3.87,549.88,1920.0
153.3,3.87,535.0,1920.0
153.304,3.87,533.56,1920.0
153.308,3.87,520.5,1920.0
153.312,3.87,512.72,1920.0
153.316,3.87,521.68,1920.0
153.32,3.87,540.4,1920.0
153.324,3.87,565.0,1920.0
153.328,3.87,549.16,1920.0
153.332,3.87,521.0,1920.0
153.336,3.87,523.24,1920.0
153.34,3.87,522.0,1920.0
153.344,3.87,508.0,1920.0
153.348,3.87,514.76,1920.0
153.352,3.87,539.04,1920.0
153.356,3.87,555.0,1920.0
153.36,3.87,549.0,1920.0
153.364,3.87,524.64,1920.0
153.368,3.87,523.0,1920.0
153.372,3.87,521.32,1920.0
153.376,3.87,511.84,1920.0
153.38,3.87,515.3,1920.0
153.384,3.87,494.04,1920.0
153.388,3.87,529.36,1920.0
153.392,3.87,534.68,1920.0
153.396,3.87,526.9,1920.0
153.4,3.87,522.0,1920.0
153.404,3.87,510.24,1920.0
153.408,3.87,531.12,1920.0
153.412,3.87,516.96,1920.0
153.416,3.87,538.08,1920.0
153.42,3.87,524.7,1920.0
153.424,3.87,513.32,1920.0
153.428,3.87,487.92,1920.0
153.432,3.87,484.0,1920.0
153.436,3.87,486.46,1920.0
153.44,3.87,502.2,1920.0
153.444,3.87,494.3,1920.0
153.448,3.87,511.52,1920.0
153.452,3.87,518.0,1920.0
153.456,3.87,516.56,1920.0
153.46,3.87,516.0,1920.0
153.464,3.87,511.24,1920.0
153.468,3.87,509.0,1920.0
153.472,3.87,498.76,1920.0
153.476,3.87,502.3,1920.0
153.48,3.87,487.0,1920.0
153.484,3.87,472.42,1920.0
153.488,3.87,491.04,1920.0
153.492,3.87,510.32,1920.0
153.496,3.87,514.0,1920.0
153.5,3.87,510.0,1920.0
153.504,3.87,514.64,1920.0
153.508,3.87,524.0,1920.0
153.512,3.87,521.36,1920.0
153.516,3.87,513.8,1920.0
153.52,3.87,509.2,1920.0
153.524,3.87,505.3,1920.0
153.528,3.87,497.08,1920.0
153.532,3.87,497.64,1920.0
153.536,3.87,495.0,1920.0
153.54,3.87,492.0,1920.0
153.544,3.87,483.6,1920.0
153.548,3.87,483.38,1920.0
153.552,3.87,493.72,1920.0
153.556,3.87,496.0,1920.0
153.56,3.87,500.4,1920.0
153.564,3.87,512.6,1920.0
153.568,3.87,490.4,1920.0
153.572,3.87,503.42,1920.0
153.576,3.87,503.84,1920.0
153.58,3.87,488.0,1920.0
153.584,3.87,488.08,1920.0
153.588,3.87,489.54,1920.0
153.592,3.87,497.76,1920.0
153.596,3.87,491.76,1920.0
153.6,3.87,480.0,1920.0
153.604,3.87,507.44,1920.04
153.608,3.87,508.0,1920.08
153.612,3.87,494.84,1920.12
153.616,3.87,510.56,1920.16
153.62,3.87,490.4,1920.2
153.624,3.87,514.4,1920.24
153.628,3.87,502.52,1920.28
153.632,3.87,486.56,1920.32
153.636,3.87,484.0,1920.36
153.64,3.87,488.0,1920.4
153.644,3.87,492.12,1920.44
153.648,3.87,509.72,1920.48
153.652,3.87,489.84,1920.52
153.656,3.87,481.0,1920.56
153.66,3.87,478.9,1920.6
153.664,3.87,486.16,1920.64
153.668,3.87,490.66,1920.68
153.672,3.87,496.76,1920.72
153.676,3.87,490.08,1920.76
153.68,3.87,496.0,1920.8
153.684,3.87,491.82,1920.84
153.688,3.87,483.0,1920.88
153.692,3.87,485.16,1920.92
153.696,3.87,483.36,1920.96
153.7,3.87,491.0,1921.0
153.704,3.87,496.72,1921.0
153.708,3.87,496.52,1921.0
153.712,3.87,496.84,1921.0
153.716,3.87,488.16,1921.0
153.72,3.87,492.2,1921.0
153.724,3.87,488.6,1921.0
153.728,3.87,484.76,1921.0
153.732,3.87,503.52,1921.0
153.736,3.87,489.64,1921.0
153.74,3.87,491.6,1921.0
153.744,3.87,493.56,1921.0
153.748,3.87,495.0,1921.0
153.752,3.87,495.24,1921.0
153.756,3.87,494.9,1921.0
153.76,3.87,488.8,1921.0
153.764,3.87,476.94,1921.0
153.768,3.87,463.0,1921.0
153.772,3.87,467.2,1921.0
153.776,3.87,494.2,1921.0
153.78,3.87,502.7,1921.0
153.784,3.87,500.0,1921.0
153.788,3.87,498.68,1921.0
153.792,3.87,477.24,1921.0
153.796,3.87,459.18,1921.0
153.8,3.87,468.0,1921.0
153.804,3.87,491.52,1921.0
153.808,3.87,491.04,1921.0
153.812,3.87,488.18,1921.0
153.816,3.87,493.52,1921.0
153.82,3.87,484.1,1921.0
153.824,3.87,474.2,1921.0
153.828,3.87,460.1,1921.0
153.832,3.87,458.84,1921.0
153.836,3.87,486.06,1921.0
153.84,3.87,494.4,1921.0
153.844,3.87,495.0,1921.0
153.848,3.87,465.36,1921.0
153.852,3.87,460.44,1921.0
153.856,3.87,459.84,1921.0
153.86,3.87,472.3,1921.0
153.864,3.87,477.32,1921.0
153.868,3.87,479.64,1921.0
153.872,3.87,477.8,1921.0
153.876,3.87,482.82,1921.0
153.88,3.87,479.2,1921.0
153.884,3.87,474.0,1921.0
153.888,3.87,464.48,1921.0
153.892,3.87,463.48,1921.0
153.896,3.87,480.44,1921.0
153.9,3.87,480.5,1921.0
153.904,3.87,470.0,1921.0
153.908,3.87,468.62,1921.0
153.912,3.87,466.12,1921.0
153.916,3.87,467.94,1921.0
153.92,3.87,474.4,1921.0
153.924,3.87,482.94,1921.0
153.928,3.87,480.92,1921.0
153.932,3.87,469.46,1921.0
153.936,3.87,474.96,1921.0
153.94,3.87,462.7,1921.0
153.944,3.87,469.56,1921.0
153.948,3.87,470.22,1921.0
153.952,3.87,464.16,1921.0
153.956,3.87,455.96,1921.0
153.96,3.87,472.6,1921.0
153.964,3.87,481.38,1921.0
153.968,3.87,475.12,1921.0
153.972,3.87,479.32,1921.0
153.976,3.87,470.32,1921.0
153.98,3.87,477.2,1921.0
153.984,3.87,455.28,1921.0
153.988,3.87,491.74,1921.0
153.992,3.87,471.12,1921.0
153.996,3.87,448.02,1921.0
154.0,3.87,351.0,1921.0
154.004,3.87008,200.08,1921.0
154.008,3.87016,-81.4,1921.0
154.012,3.87024,-361.84,1921.0
154.016,3.87032,-700.08,1921.0
154.02,3.8704,-1349.9,1921.0
154.024,3.87048,-1881.0,1921.0
154.028,3.87056,-2333.58,1921.0
154.032,3.87064,-2608.68,1921.0
154.036,3.87072,-2882.7,1921.0
154.04,3.8708,-3070.0,1921.0
154.044,3.87088,-3223.34,1921.0
154.048,3.87096,-3257.0,1921.0
154.052,3.87104,-3356.9,1921.0
154.056,3.87112,-3769.28,1921.0
154.06,3.8712,-3916.0,1921.0
154.064,3.87128,-4109.8,1921.0
154.068,3.87136,-4610.2,1921.0
154.072,3.87144,-4821.0,1921.0
154.076,3.87152,-5016.3,1921.0
154.08,3.8716,-5295.6,1921.0
154.084,3.87168,-5544.1,1921.0
154.088,3.87176,-5877.72,1921.0
154.092,3.87184,-6219.92,1921.0
154.096,3.87192,-6585.28,1921.0
154.1,3.872,-6796.0,1921.0
154.104,3.87208,-6924.64,1920.96
154.108,3.87216,-7174.4,1920.92
154.112,3.87224,-7387.16,1920.88
154.116,3.87232,-7531.22,1920.84
154.12,3.8724,-7621.2,1920.8
154.124,3.87248,-7735.14,1920.76
154.128,3.87256,-7840.44,1920.72
154.132,3.87264,-7843.02,1920.68
154.136,3.87272,-7812.0,1920.64
154.14,3.8728,-7799.4,1920.6
154.144,3.87288,-7741.16,1920.56
154.148,3.87296,-7624.1,1920.52
154.152,3.87304,-7468.16,1920.48
154.156,3.87312,-7336.58,1920.44
154.16,3.8732,-7229.8,1920.4
154.164,3.87328,-7110.66,1920.36
154.168,3.87336,-6898.08,1920.32
154.172,3.87344,-6662.88,1920.28
154.176,3.87352,-6412.44,1920.24
154.18,3.8736,-6175.7,1920.2
154.184,3.87368,-5913.6,1920.16
154.188,3.87376,-5693.68,1920.12
154.192,3.87384,-5194.44,1920.08
154.196,3.87392,-4989.0,1920.04
154.2,3.874,-4989.0,1920.0
154.204,3.87408,-4685.2,1920.0
154.208,3.87416,-4480.28,1920.0
154.212,3.87424,-4131.72,1920.0
154.216,3.87432,-3657.36,1920.0
154.22,3.8744,-3343.5,1920.0
154.224,3.87448,-3313.0,1920.0
154.228,3.87456,-3104.02,1920.0
154.232,3.87464,-2834.8,1920.0
154.236,3.87472,-2583.36,1920.0
154.24,3.8748,-2334.0,1920.0
154.244,3.87488,-2079.42,1920.0
154.248,3.87496,-1826.68,1920.0
154.252,3.87504,-1531.9,1920.0
154.256,3.87512,-1214.56,1920.0
154.26,3.8752,-1123.0,1920.0
154.264,3.87528,-1887.32,1920.0
154.268,3.87536,-1477.44,1920.0
154.272,3.87544,-455.08,1920.0
